datetime,pwv,t2m,sp,wind_speed,rh,tp_era5,gpm_precip_sum_1h
2018-01-01 00:00:00,5.65,269.15292,976.6297,4.041472,80.37287,0.2799332,0.0
2018-01-01 01:00:00,5.71,268.76752,976.91016,3.8709812,82.30512,0.0,0.0
2018-01-01 02:00:00,6.04,268.1537,977.0522,3.7550218,83.82169,0.0,0.0
2018-01-01 03:00:00,6.24,267.5557,977.14484,3.7259722,85.03161,0.0,0.0
2018-01-01 04:00:00,6.4,266.97333,977.3395,3.7618134,85.90942,0.0,0.0
2018-01-01 05:00:00,6.74,266.48584,977.70593,3.826252,86.481026,0.0,0.0
2018-01-01 06:00:00,6.6,266.22034,978.0118,3.7688942,86.68995,0.0,0.0
2018-01-01 07:00:00,6.79,265.98962,977.8783,3.712681,86.97575,0.0,0.0
2018-01-01 08:00:00,6.82,266.03485,978.2512,3.607448,86.50915,0.0,0.0
2018-01-01 09:00:00,6.96,266.28632,978.63983,3.4578955,86.22187,0.0022500753,0.0
2018-01-01 10:00:00,7.02,266.4723,978.88635,3.191075,86.46797,0.0051930547,0.0
2018-01-01 11:00:00,6.82,266.60568,979.1281,2.967195,87.12029,0.00731647,0.0
2018-01-01 12:00:00,6.75,267.09692,979.3657,2.6566567,88.11197,0.0070482492,0.0
2018-01-01 13:00:00,6.73,267.89703,979.59406,2.3754017,89.18537,0.007942319,0.0
2018-01-01 14:00:00,6.75,268.6211,979.72455,2.148792,90.166504,0.005915761,0.0
2018-01-01 15:00:00,6.71,269.32623,979.8094,2.1863227,90.4832,0.0032633543,0.0
2018-01-01 16:00:00,6.8,270.18338,979.85736,2.608861,88.98338,0.0024288893,0.0
2018-01-01 17:00:00,6.94,270.6059,979.9443,2.6996214,88.18566,0.003784895,0.0
2018-01-01 18:00:00,6.71,270.98532,980.1348,2.805266,86.71664,0.015789272,0.0
2018-01-01 19:00:00,6.39,271.27136,980.4183,2.5298178,85.77577,0.009030104,0.0
2018-01-01 20:00:00,6.1,271.3955,980.4187,2.356673,85.86334,0.008776784,0.0
2018-01-01 21:00:00,6.09,271.4015,980.81696,2.0541987,86.79226,0.0077337027,0.0
2018-01-01 22:00:00,5.84,271.37396,980.784,1.5082117,88.53911,0.004544854,0.0
2018-01-01 23:00:00,5.9,270.8514,980.86163,0.8921224,91.53387,0.0,0.0
2018-01-02 00:00:00,5.91,271.0742,980.8102,0.45426688,90.22794,0.09293258,0.0
2018-01-02 01:00:00,5.92,270.8421,980.72736,0.5174045,91.71598,0.0,0.0
2018-01-02 02:00:00,5.83,270.43118,980.78656,0.92119884,93.22814,0.0013355166,0.0
2018-01-02 03:00:00,5.66,269.4118,980.6156,1.2424859,94.795166,0.0010877848,0.0
2018-01-02 04:00:00,5.51,268.65167,980.48224,1.4455731,95.679565,0.0013932586,0.0
2018-01-02 05:00:00,5.4,268.0982,980.4805,1.5581228,96.094475,0.0016987324,0.0
2018-01-02 06:00:00,5.43,267.66003,980.3989,1.6297768,96.27962,0.0015050173,0.0
