datetime,pwv,t2m,sp,wind_speed,rh,tp_era5,gpm_precip_sum_1h
2018-01-01 00:00:00,6.72,265.52597,855.1397,0.74853456,31.521463,0.0,0.0
2018-01-01 01:00:00,6.68,265.8886,855.26013,0.75564283,31.863747,0.0,0.0
2018-01-01 02:00:00,6.72,265.5404,855.46216,0.76014423,32.124973,0.0,0.0
2018-01-01 03:00:00,6.63,265.1221,855.8148,0.7712483,32.47248,0.0,0.0
2018-01-01 04:00:00,6.59,265.06122,856.18945,0.773573,32.467663,0.0,0.0
2018-01-01 05:00:00,6.43,265.61865,856.1859,0.6904492,32.570095,0.0,0.0
2018-01-01 06:00:00,6.24,266.87073,855.81177,0.6179682,34.798542,0.0,0.0
2018-01-01 07:00:00,6.06,267.7201,855.1383,0.6193556,37.226456,0.0,0.0
2018-01-01 08:00:00,5.75,269.22626,854.0613,0.51996946,31.864658,0.0,0.0
2018-01-01 09:00:00,5.59,269.7531,853.90985,0.38920698,32.24352,0.0,0.0
2018-01-01 10:00:00,5.43,269.43713,854.00635,0.4111026,35.23346,0.0,0.0
2018-01-01 11:00:00,5.22,268.77756,854.5681,0.5224225,36.4252,0.0,0.0
2018-01-01 12:00:00,5.03,267.8235,854.9857,0.60060567,37.78017,0.0,0.0
2018-01-01 13:00:00,5.12,266.73688,855.63403,0.60006624,39.40808,0.0,0.0
2018-01-01 14:00:00,5.33,265.69922,855.98456,0.62427664,40.9675,0.0,0.0
2018-01-01 15:00:00,5.16,264.87115,856.5694,0.65865165,41.745834,0.0,0.0
2018-01-01 16:00:00,5.16,264.1404,856.71735,0.6927332,42.197777,0.0,0.0
2018-01-01 17:00:00,5.3,263.44574,856.8243,0.7074223,42.464504,0.0,0.0
2018-01-01 18:00:00,5.29,262.67868,856.9949,0.7331227,43.02697,0.0,0.0
2018-01-01 19:00:00,5.34,261.6034,857.09827,0.8068144,44.816425,0.0,0.0
2018-01-01 20:00:00,5.28,260.96973,857.0787,0.78525066,45.094852,0.0,0.0
2018-01-01 21:00:00,5.31,260.41516,857.2269,0.8028932,44.939342,0.0,0.0
2018-01-01 22:00:00,5.24,259.9267,857.31396,0.8124788,44.363037,0.0,0.0
2018-01-01 23:00:00,5.14,259.48032,857.26166,0.83515865,43.598305,0.0,0.0
2018-01-02 00:00:00,5.34,259.1191,857.39014,0.85344774,42.650978,0.0,0.0
2018-01-02 01:00:00,5.54,256.7542,858.0574,0.8600491,40.471783,0.0,0.0
2018-01-02 02:00:00,5.9,256.47806,858.2466,0.8446398,39.82997,0.0,0.0
2018-01-02 03:00:00,5.96,256.15204,858.2556,0.829184,39.639236,0.0,0.0
2018-01-02 04:00:00,5.99,256.15558,858.2723,0.8536706,39.24523,0.0,0.0
2018-01-02 05:00:00,5.91,256.8521,857.99054,0.83602536,38.56095,0.0,0.0
2018-01-02 06:00:00,5.75,258.65808,857.3089,0.7498096,37.84751,0.0,0.0
2018-01-02 07:00:00,5.63,260.03168,855.7914,0.70409566,38.05538,0.0,0.0
2018-01-02 08:00:00,5.41,261.7575,854.491,0.6104992,37.437294,0.0,0.0
2018-01-02 09:00:00,5.43,262.51215,853.84955,0.59489065,36.378937,0.0,0.0
2018-01-02 10:00:00,5.31,262.24808,853.6092,0.6291479,37.16135,0.0,0.0
2018-01-02 11:00:00,5.37,261.47394,853.87134,0.66799253,38.07582,0.0,0.0
2018-01-02 12:00:00,5.52,260.2536,854.0655,0.65826935,39.551548,0.0,0.0
2018-01-02 13:00:00,5.7,259.07306,854.27014,0.68806493,40.665577,0.0,0.0
2018-01-02 14:00:00,5.76,258.1615,854.44214,0.72969526,40.684776,0.0,0.0
2018-01-02 15:00:00,5.5,257.46057,854.50024,0.75101393,39.73227,0.0,0.0
2018-01-02 16:00:00,5.58,256.92615,854.2912,0.75292194,38.334766,0.0,0.0
2018-01-02 17:00:00,5.55,256.53986,854.01306,0.7561288,36.55328,0.0,0.0
2018-01-02 18:00:00,5.59,256.27283,853.7764,0.7802594,34.51623,0.0,0.0
2018-01-02 19:00:00,5.71,255.34752,853.59467,0.90744007,34.070686,0.0,0.0
2018-01-02 20:00:00,5.63,255.1812,852.8211,0.8578377,31.739378,0.0,0.0
2018-01-02 21:00:00,5.74,255.09886,852.53687,0.8495574,29.382488,0.0,0.0
2018-01-02 22:00:00,5.71,255.009,852.1764,0.85677904,27.348618,0.0,0.0
2018-01-02 23:00:00,5.69,254.91658,851.9611,0.85032606,25.684765,0.0,0.0
2018-01-03 00:00:00,5.44,254.82266,851.6393,0.86027145,24.465134,0.0,0.0
2018-01-03 01:00:00,5.4,254.57057,851.47766,0.85310966,23.295708,0.0,0.0
2018-01-03 02:00:00,5.54,254.56668,851.4295,0.8543824,22.126225,0.0,0.0
2018-01-03 03:00:00,5.7,254.67319,851.40015,0.86661744,21.28389,0.0,0.0
2018-01-03 04:00:00,5.73,255.20018,851.4013,0.84686506,20.359493,0.0,0.0
2018-01-03 05:00:00,5.64,256.15222,851.1653,0.7955769,20.1122,0.0,0.0
2018-01-03 06:00:00,5.7,257.77667,850.5425,0.7451157,22.01691,0.0,0.0
2018-01-03 07:00:00,5.79,259.28204,849.66815,0.7505033,26.863459,0.0,0.0
2018-01-03 08:00:00,5.8,261.30908,848.6622,0.63519156,28.083906,0.0,0.0
2018-01-03 09:00:00,5.92,262.64917,847.9487,0.5951904,27.400913,0.0,0.0
2018-01-03 10:00:00,5.95,263.34253,847.73456,0.65508896,25.256035,0.0,0.0
2018-01-03 11:00:00,5.98,263.90244,847.298,0.7120252,23.08245,0.0,0.0
2018-01-03 12:00:00,6.11,264.23572,847.2154,0.7190062,21.598513,0.0,0.0
2018-01-03 13:00:00,6.44,264.51562,847.1189,0.69636,20.550095,0.0,0.0
2018-01-03 14:00:00,6.77,264.8609,847.0822,0.7220682,19.869019,0.0,0.0
2018-01-03 15:00:00,7.1,265.1441,847.15344,0.7425197,19.726824,0.0,0.0
2018-01-03 16:00:00,7.26,265.41156,846.9847,0.75406224,20.05025,0.0,0.0
2018-01-03 17:00:00,7.07,265.59338,846.9946,0.75682396,20.5629,0.0,0.0
2018-01-03 18:00:00,6.96,265.71973,846.9225,0.7649685,21.16652,0.0,0.0
2018-01-03 19:00:00,7.24,264.88507,846.83484,0.87684774,23.339043,0.0,0.0
2018-01-03 20:00:00,7.52,264.90924,846.6796,0.8652607,24.531557,0.0,0.0
2018-01-03 21:00:00,7.8,265.2174,846.45874,0.83513993,25.413794,0.0,0.0
2018-01-03 22:00:00,8.01,265.68213,846.40466,0.8216105,25.717333,0.0,0.0
2018-01-03 23:00:00,8.29,265.94528,846.2085,0.8203367,25.687508,0.0,0.0
2018-01-04 00:00:00,9.17,266.22556,845.868,0.8318386,25.833078,0.0017523766,0.0
2018-01-04 01:00:00,9.33,268.34164,845.72156,0.85131043,26.88258,0.003928691,0.0
2018-01-04 02:00:00,9.2,268.51,845.9564,0.8846888,28.128178,0.013131648,0.0
2018-01-04 03:00:00,8.77,268.54578,846.3134,0.893648,29.991245,0.01962483,0.0
2018-01-04 04:00:00,8.43,268.7829,846.6472,0.87486655,31.995106,0.018946826,0.0
2018-01-04 05:00:00,8.4,269.26355,846.79407,0.86201566,34.15607,0.016860664,0.0
2018-01-04 06:00:00,8.57,269.84088,847.0187,0.8271896,37.18182,0.018678606,0.0
2018-01-04 07:00:00,8.65,270.17804,846.9812,0.88566464,44.187115,0.028389696,0.0
2018-01-04 08:00:00,8.78,270.641,846.92584,0.8157238,48.504364,0.03053993,0.0
2018-01-04 09:00:00,8.86,270.8822,846.8317,0.7606123,53.112125,0.0340268,0.0
2018-01-04 10:00:00,8.92,270.85275,847.2135,0.7616834,57.500046,0.032953918,0.0
2018-01-04 11:00:00,9.1,270.82733,847.48596,0.7489448,61.05086,0.033639356,0.0
2018-01-04 12:00:00,9.14,270.5966,847.8868,0.76228434,64.83688,0.035136938,0.0
2018-01-04 13:00:00,9.22,270.3857,848.16187,0.7561808,68.45072,0.034600496,0.0
2018-01-04 14:00:00,9.13,270.1938,848.3133,0.75702786,71.92169,0.030374533,0.0
2018-01-04 15:00:00,9.06,270.03204,848.6044,0.7506994,75.17347,0.023409724,0.0
2018-01-04 16:00:00,8.88,269.8446,848.7843,0.7172432,78.27822,0.020891428,0.0
2018-01-04 17:00:00,8.86,269.71158,848.86597,0.708361,80.41783,0.019788742,0.0
2018-01-04 18:00:00,8.86,269.45297,849.03796,0.6873839,82.371826,0.018015504,0.0
2018-01-04 19:00:00,8.86,268.2102,849.40625,0.6597193,85.796394,0.012651086,0.0
2018-01-04 20:00:00,8.81,267.86496,849.1993,0.66711926,87.446884,0.012040138,0.0
2018-01-04 21:00:00,8.95,267.6347,849.2706,0.67134356,88.28007,0.014647841,0.0
2018-01-04 22:00:00,8.76,267.30328,849.2939,0.6607965,88.27852,0.016629726,0.0
2018-01-04 23:00:00,8.52,266.83582,849.36914,0.63736033,87.90336,0.021070242,0.0
2018-01-05 00:00:00,8.72,266.45013,849.5261,0.6162557,87.4694,0.54059327,0.0
2018-01-05 01:00:00,8.74,265.89813,849.7628,0.61277616,87.73893,0.0,0.0
