datetime,pwv,t2m,sp,wind_speed,rh,tp_era5,gpm_precip_sum_1h
2018-01-01 00:00:00,23.35,,,,,0.0,0.0
2018-01-01 01:00:00,22.76,,,,,0.0,0.0
2018-01-01 02:00:00,21.8,,,,,0.0,0.0
2018-01-01 03:00:00,21.39,,,,,0.0,0.0
2018-01-01 04:00:00,20.68,,,,,0.0,0.0
2018-01-01 05:00:00,20.18,,,,,0.0,0.0
2018-01-01 06:00:00,21.69,,,,,0.0,0.0
2018-01-01 07:00:00,22.9,,,,,0.0,0.0
2018-01-01 08:00:00,23.77,,,,,0.0,0.0
2018-01-01 09:00:00,24.16,,,,,0.0,0.0
2018-01-01 10:00:00,24.5,,,,,0.0,0.0
2018-01-01 11:00:00,25.0,,,,,0.0,0.0
2018-01-01 12:00:00,25.46,,,,,0.0,0.16
2018-01-01 13:00:00,25.87,,,,,0.0,0.5
2018-01-01 14:00:00,25.76,,,,,0.0,0.44
2018-01-01 15:00:00,25.56,,,,,0.0,0.0
2018-01-01 16:00:00,25.47,,,,,0.0,0.0
2018-01-01 17:00:00,25.17,,,,,0.0,0.0
2018-01-01 18:00:00,24.7,,,,,0.0,0.0
2018-01-01 19:00:00,24.38,,,,,0.0,0.0
2018-01-01 20:00:00,24.39,,,,,0.0,0.0
2018-01-01 21:00:00,24.55,,,,,0.0,0.0
2018-01-01 22:00:00,24.45,,,,,0.0,0.0
2018-01-01 23:00:00,23.82,,,,,0.0,0.0
2018-01-02 00:00:00,23.68,,,,,0.0,0.0
2018-01-02 01:00:00,25.12,,,,,0.0,0.0
2018-01-02 02:00:00,26.27,,,,,0.0,0.0
2018-01-02 03:00:00,26.77,,,,,0.0,0.0
2018-01-02 04:00:00,26.57,,,,,0.0,0.0
2018-01-02 05:00:00,25.96,,,,,0.0,0.0
2018-01-02 06:00:00,25.22,,,,,0.0,0.0
2018-01-02 07:00:00,25.09,,,,,0.0,0.0
2018-01-02 08:00:00,25.33,,,,,0.0,0.0
2018-01-02 09:00:00,24.99,,,,,0.0,0.0
2018-01-02 10:00:00,24.91,,,,,0.0,0.0
2018-01-02 11:00:00,25.03,,,,,0.0,0.16999999
2018-01-02 12:00:00,24.69,,,,,0.0,0.48
2018-01-02 13:00:00,24.79,,,,,0.0,0.96
2018-01-02 14:00:00,24.81,,,,,0.0,0.79999995
2018-01-02 15:00:00,25.23,,,,,0.0,0.099999994
2018-01-02 16:00:00,25.91,,,,,0.0,0.0
2018-01-02 17:00:00,26.22,,,,,0.0,0.0
2018-01-02 18:00:00,26.37,,,,,0.0,0.0
2018-01-02 19:00:00,25.97,,,,,0.0,0.0
2018-01-02 20:00:00,26.32,,,,,0.0,0.0
2018-01-02 21:00:00,26.62,,,,,0.0,0.0
2018-01-02 22:00:00,27.43,,,,,0.0,0.0
2018-01-02 23:00:00,27.93,,,,,0.0,0.0
2018-01-03 00:00:00,27.32,,,,,0.0,0.0
2018-01-03 01:00:00,27.28,,,,,0.0,0.0
2018-01-03 02:00:00,26.86,,,,,0.0,0.0
2018-01-03 03:00:00,26.36,,,,,0.0,0.0
2018-01-03 04:00:00,26.85,,,,,0.0,0.0
2018-01-03 05:00:00,27.46,,,,,0.0,0.0
2018-01-03 06:00:00,27.94,,,,,0.0,0.0
2018-01-03 07:00:00,27.72,,,,,0.0,0.0
2018-01-03 08:00:00,26.96,,,,,0.0,0.0
2018-01-03 09:00:00,26.8,,,,,0.0,0.0
2018-01-03 10:00:00,27.06,,,,,0.0,0.0
2018-01-03 11:00:00,27.27,,,,,0.0,0.0
2018-01-03 12:00:00,26.87,,,,,0.0,0.0
2018-01-03 13:00:00,27.38,,,,,0.0,0.0
2018-01-03 14:00:00,27.46,,,,,0.0,0.0
2018-01-03 15:00:00,26.97,,,,,0.0,0.0
2018-01-03 16:00:00,27.27,,,,,0.0,0.0
2018-01-03 17:00:00,26.8,,,,,0.0,0.0
2018-01-03 18:00:00,26.32,,,,,0.0,0.0
2018-01-03 19:00:00,26.16,,,,,0.0,0.0
2018-01-03 20:00:00,26.32,,,,,0.0,0.0
2018-01-03 21:00:00,26.72,,,,,0.0,0.0
2018-01-03 22:00:00,28.07,,,,,0.0,0.42999998
2018-01-03 23:00:00,30.02,,,,,0.0,0.26999998
2018-01-04 00:00:00,31.22,,,,,0.0,0.0
2018-01-04 01:00:00,31.17,,,,,0.0,0.0
2018-01-04 02:00:00,31.12,,,,,0.0,0.0
2018-01-04 03:00:00,31.04,,,,,0.0,0.0
2018-01-04 04:00:00,32.36,,,,,0.0,0.0
2018-01-04 05:00:00,32.93,,,,,0.0,0.22
2018-01-04 06:00:00,34.3,,,,,0.0,0.77
2018-01-04 07:00:00,36.0,,,,,0.0,5.1099997
2018-01-04 08:00:00,36.53,,,,,0.0,4.81
2018-01-04 09:00:00,36.9,,,,,0.0,7.2599998
2018-01-04 10:00:00,37.27,,,,,0.0,9.0
2018-01-04 11:00:00,37.45,,,,,0.0,9.1
2018-01-04 12:00:00,38.2,,,,,0.0,10.23
2018-01-04 13:00:00,38.32,,,,,0.0,4.3599997
2018-01-04 14:00:00,38.86,,,,,0.0,10.53
2018-01-04 15:00:00,39.29,,,,,0.0,14.1
2018-01-04 16:00:00,39.38,,,,,0.0,16.0
2018-01-04 17:00:00,39.73,,,,,0.0,12.09
2018-01-04 18:00:00,39.31,,,,,0.0,6.7699995
2018-01-04 19:00:00,37.08,,,,,0.0,1.41
2018-01-04 20:00:00,34.14,,,,,0.0,0.0
2018-01-04 21:00:00,31.59,,,,,0.0,0.0
2018-01-04 22:00:00,31.62,,,,,0.0,0.0
2018-01-04 23:00:00,32.23,,,,,0.0,0.0
2018-01-05 00:00:00,33.45,,,,,0.0,0.53999996
2018-01-05 01:00:00,33.64,,,,,0.0,0.96
2018-01-05 02:00:00,34.08,,,,,0.0,2.92
2018-01-05 03:00:00,33.8,,,,,0.0,5.05
2018-01-05 04:00:00,34.05,,,,,0.0,7.64
2018-01-05 05:00:00,34.35,,,,,0.0,7.64
2018-01-05 06:00:00,34.26,,,,,0.0,2.85
2018-01-05 07:00:00,33.13,,,,,0.0,2.83
2018-01-05 08:00:00,32.35,,,,,0.0,1.5
2018-01-05 09:00:00,31.99,,,,,0.0,0.0
2018-01-05 10:00:00,31.6,,,,,0.0,0.0
2018-01-05 11:00:00,31.15,,,,,0.0,0.0
2018-01-05 12:00:00,30.88,,,,,0.0,0.0
2018-01-05 13:00:00,30.13,,,,,0.0,1.18
2018-01-05 14:00:00,29.51,,,,,0.0,2.01
2018-01-05 15:00:00,28.93,,,,,0.0,4.29
2018-01-05 16:00:00,27.3,,,,,0.0,1.5799999
2018-01-05 17:00:00,25.31,,,,,0.0,0.0
2018-01-05 18:00:00,21.94,,,,,0.0,0.0
2018-01-05 19:00:00,17.74,,,,,0.0,0.0
