datetime,pwv,t2m,sp,wind_speed,rh,tp_era5,gpm_precip_sum_1h
2018-01-01 00:00:00,56.64,303.5826,991.6797,2.1231704,71.08739,8.2060995,0.0
2018-01-01 01:00:00,56.94,305.04095,991.5002,2.8450222,67.244865,0.0,0.0
2018-01-01 02:00:00,57.51,306.28845,991.0522,3.338515,62.79499,0.0,0.0
2018-01-01 03:00:00,57.67,307.54788,990.29486,3.5749938,57.59073,0.0,0.0
2018-01-01 04:00:00,57.25,308.7741,989.47943,3.7757432,52.47519,0.0,0.0
2018-01-01 05:00:00,56.46,309.5796,988.60596,3.9439101,48.54154,0.0,0.08
2018-01-01 06:00:00,55.18,310.2301,987.9018,4.3600154,45.7279,0.0,3.35
2018-01-01 07:00:00,54.3,310.8412,986.5683,3.914612,38.51937,0.014491379,2.54
2018-01-01 08:00:00,52.56,310.78094,986.46124,3.5203724,38.330425,0.009469688,0.04
2018-01-01 09:00:00,51.96,307.22968,987.3699,5.5566387,49.242325,0.81854314,0.65999997
2018-01-01 10:00:00,53.64,304.64807,988.2063,2.6553297,60.502518,0.19005686,1.8499999
2018-01-01 11:00:00,55.93,304.32248,989.15814,0.34515935,63.434566,0.021830201,0.58
2018-01-01 12:00:00,57.07,303.92896,989.7257,1.090992,69.171486,0.0060796738,2.17
2018-01-01 13:00:00,56.29,303.39117,990.3741,1.2071548,76.80564,0.0,1.3999999
2018-01-01 14:00:00,54.71,303.15625,990.29456,1.140333,78.21763,0.0,0.01
2018-01-01 15:00:00,53.58,302.67584,990.09937,0.73124206,81.07309,0.13440847,0.52
2018-01-01 16:00:00,54.32,302.57205,989.4973,1.206244,76.07097,0.08329749,2.65
2018-01-01 17:00:00,56.75,302.22113,989.4043,2.4623864,77.07007,0.069752336,2.6899998
2018-01-01 18:00:00,58.58,301.6611,989.7548,4.3998733,76.42686,0.10746124,2.84
2018-01-01 19:00:00,58.79,299.33972,990.52826,2.2134745,89.68066,0.3760606,1.48
2018-01-01 20:00:00,60.46,299.31934,990.17865,3.192583,89.16501,0.57308364,2.1799998
2018-01-01 21:00:00,60.92,299.214,990.62695,5.452275,88.993,0.2721697,3.7199998
2018-01-01 22:00:00,60.15,299.2802,992.06396,5.0985856,88.55393,0.7520318,1.65
2018-01-01 23:00:00,58.65,300.0389,992.8416,6.7372556,84.14022,0.28127432,0.0
2018-01-02 00:00:00,46.64,300.72458,992.21014,7.5060267,78.33873,3.74327,0.0
2018-01-02 01:00:00,47.0,302.07452,991.6273,7.037414,67.485275,0.0,0.0
2018-01-02 02:00:00,47.73,303.59525,990.76654,5.781124,61.785202,0.0,0.0
2018-01-02 03:00:00,48.33,305.15594,990.1456,4.5161624,58.242268,0.0,0.0
2018-01-02 04:00:00,49.02,306.28644,989.2223,3.6881564,56.21586,0.0,0.0
2018-01-02 05:00:00,49.73,307.64508,988.26056,3.1130984,52.26919,0.0,0.0
2018-01-02 06:00:00,50.4,308.43542,987.3889,2.4850273,48.96737,0.0,0.0
2018-01-02 07:00:00,50.7,307.2426,987.7614,4.610221,51.23561,0.0,0.0
2018-01-02 08:00:00,49.82,307.05438,987.19104,4.2280245,51.2853,0.0,0.0
2018-01-02 09:00:00,49.7,306.56097,987.47955,4.1488886,53.13337,0.0,0.0
2018-01-02 10:00:00,49.98,305.5352,988.27924,3.3485692,58.764576,0.0,0.0
2018-01-02 11:00:00,51.33,304.21417,989.1713,2.8375716,65.90277,0.0,0.0
2018-01-02 12:00:00,51.01,303.2868,990.1355,3.0577776,70.32847,0.0,0.0
2018-01-02 13:00:00,51.5,302.56915,990.5701,2.91258,73.65299,0.0,0.0
2018-01-02 14:00:00,51.87,301.8529,990.7921,2.8317482,77.03793,0.0,0.0
2018-01-02 15:00:00,51.57,301.2848,990.3502,2.68479,79.654495,0.0,0.0
2018-01-02 16:00:00,51.94,300.93005,989.9512,2.537921,81.37159,0.0,0.0
2018-01-02 17:00:00,52.96,300.56525,989.62305,2.2494202,83.07499,0.0,0.0
2018-01-02 18:00:00,54.04,300.28064,989.8064,1.7898357,84.89284,0.0,0.0
2018-01-02 19:00:00,53.92,300.32605,989.4747,1.2270408,90.476364,0.0,0.0
2018-01-02 20:00:00,54.61,300.4156,990.0811,1.6118774,88.56709,0.0,0.0
2018-01-02 21:00:00,54.96,300.2649,990.4969,1.6721004,88.606155,0.0,0.0
2018-01-02 22:00:00,55.94,300.65158,991.3964,1.3221202,87.05405,0.0,0.0
2018-01-02 23:00:00,55.89,302.0865,992.1311,1.0569402,78.03123,0.0,0.0
2018-01-03 00:00:00,57.63,304.13907,992.0993,1.066191,67.473045,0.002670288,0.0
2018-01-03 01:00:00,57.82,305.84595,991.77765,2.0979805,57.481354,0.0,0.0
2018-01-03 02:00:00,57.59,307.41434,991.34955,2.7162652,50.15152,0.0010617077,0.0
2018-01-03 03:00:00,57.03,308.47983,990.6301,2.553916,45.65566,0.011868775,0.0
2018-01-03 04:00:00,55.78,309.4756,989.6013,2.6043763,41.673573,0.0040754676,0.0
2018-01-03 05:00:00,54.19,310.34558,988.5253,2.561498,38.929996,0.008925796,0.0
2018-01-03 06:00:00,53.26,310.47003,987.5125,2.6322663,37.39093,0.013466924,0.0
2018-01-03 07:00:00,51.78,310.26447,987.4881,2.2199047,39.906467,0.028388204,0.0
2018-01-03 08:00:00,49.77,309.55127,987.5622,1.8453053,41.099377,0.026129186,0.0
2018-01-03 09:00:00,48.61,308.35425,987.7488,0.90867513,44.264378,0.2419278,0.0
2018-01-03 10:00:00,47.22,308.07104,988.39453,0.07983134,45.783306,0.002451241,0.0
2018-01-03 11:00:00,46.67,307.0118,988.66797,0.33238673,51.456295,0.0,0.0
2018-01-03 12:00:00,48.66,306.05408,989.81537,1.4613342,58.22651,0.0,0.0
2018-01-03 13:00:00,50.6,305.13086,989.7489,2.2708983,60.584324,0.0,0.0
2018-01-03 14:00:00,51.06,304.31598,989.9222,2.3780508,63.07674,0.0,0.0
2018-01-03 15:00:00,50.25,303.33356,989.8234,1.6713827,69.62455,0.0,0.0
2018-01-03 16:00:00,49.27,302.94476,989.4547,0.569037,70.82094,0.0,0.0
2018-01-03 17:00:00,48.82,302.67346,989.3346,0.30628172,72.03267,0.0,0.0
2018-01-03 18:00:00,49.06,302.06543,989.5125,1.5669639,75.21863,0.0,0.0
