datetime,pwv,t2m,sp,wind_speed,rh,tp_era5,gpm_precip_sum_1h
2018-01-01 00:00:00,19.34,289.77988,1004.8097,3.800301,86.558304,1.5835613,0.0
2018-01-01 01:00:00,19.21,289.28705,1004.79016,3.3100162,86.6536,0.0,0.0
2018-01-01 02:00:00,18.95,288.8568,1004.7322,2.7588148,87.25688,0.0,0.0
2018-01-01 03:00:00,18.86,288.7139,1005.02484,2.666838,87.70358,0.0,0.0
2018-01-01 04:00:00,19.84,288.21747,1005.56946,3.063662,89.690674,0.0038333237,0.0
2018-01-01 05:00:00,19.52,289.36475,1006.21594,3.4500194,84.74715,0.003322959,0.0
2018-01-01 06:00:00,19.09,290.66956,1006.7118,4.70199,74.19311,0.0060126185,0.0
2018-01-01 07:00:00,19.69,292.49158,1007.3283,5.4586635,61.034042,0.0,0.0
2018-01-01 08:00:00,19.05,293.1579,1008.04126,6.2408814,57.733147,0.01654774,0.0
2018-01-01 09:00:00,18.23,293.59686,1008.46985,6.571645,54.679592,0.0660941,0.0
2018-01-01 10:00:00,17.48,293.74573,1008.9163,6.479119,53.712646,0.008396804,0.0
2018-01-01 11:00:00,16.68,294.4592,1008.96814,6.465773,49.049126,0.0,0.0
2018-01-01 12:00:00,16.1,294.5891,1008.9357,6.3754554,46.49225,0.0,0.0
2018-01-01 13:00:00,15.16,294.45953,1008.83405,6.021245,43.54827,0.0,0.0
2018-01-01 14:00:00,14.89,294.51953,1008.4945,6.139651,41.482952,0.0,0.0
2018-01-01 15:00:00,14.95,293.91412,1008.4794,6.3140316,42.576466,0.0,0.0
2018-01-01 16:00:00,14.77,293.0623,1008.66736,6.2463336,45.366665,0.0,0.0
2018-01-01 17:00:00,15.26,291.93597,1009.1743,5.9672956,50.34046,0.0,0.0
2018-01-01 18:00:00,15.39,290.67477,1009.77484,4.865956,58.19207,0.0,0.0
2018-01-01 19:00:00,15.88,290.00378,1010.1883,4.567433,62.422287,0.0,0.0
2018-01-01 20:00:00,15.92,289.47363,1010.87866,4.325924,66.35817,0.0,0.0
2018-01-01 21:00:00,16.21,289.04602,1010.9769,4.020219,68.905106,0.0,0.0
2018-01-01 22:00:00,16.34,288.622,1010.774,3.9572568,71.1089,0.0,0.0
2018-01-01 23:00:00,17.35,288.29477,1010.4116,3.7983198,72.912994,0.0,0.0
2018-01-02 00:00:00,17.56,287.99216,1010.08014,3.7992425,74.762405,0.11202097,0.0
2018-01-02 01:00:00,17.5,287.79132,1009.66736,3.721098,76.63307,0.0,0.0
2018-01-02 02:00:00,17.73,287.5308,1009.4366,3.526425,78.597694,0.0,0.0
2018-01-02 03:00:00,17.89,287.23407,1009.4256,3.3074448,80.824554,0.0,0.0
2018-01-02 04:00:00,17.97,287.03058,1009.4623,3.2739794,82.51534,0.0,0.0
2018-01-02 05:00:00,18.63,288.72516,1009.80054,3.3689773,73.98951,0.0,0.0
2018-01-02 06:00:00,19.07,291.2948,1010.1889,4.983151,59.930046,0.0,0.0
2018-01-02 07:00:00,19.41,293.25238,1010.6014,5.046296,48.728905,0.0,0.0
2018-01-02 08:00:00,20.13,294.88837,1010.661,5.3510485,43.574627,0.0,0.0
2018-01-02 09:00:00,21.3,296.1977,1010.8695,5.5458593,40.70325,0.0,0.0
2018-01-02 10:00:00,22.07,297.17972,1010.8092,5.769237,39.126873,0.0,0.0
2018-01-02 11:00:00,22.53,297.80597,1010.4613,6.1155005,38.695328,0.0,0.0
2018-01-02 12:00:00,22.62,297.99774,1010.1255,6.5539346,39.326115,0.0,0.0
2018-01-02 13:00:00,22.32,297.67072,1009.7402,7.0593057,40.902313,0.0,0.0
2018-01-02 14:00:00,21.67,296.89,1009.4621,7.555796,43.535114,0.0,0.0
2018-01-02 15:00:00,21.7,295.88635,1009.24023,7.826543,47.237362,0.0,0.0
2018-01-02 16:00:00,21.68,294.76404,1009.12115,7.8954964,52.045364,0.0,0.0
2018-01-02 17:00:00,21.44,293.49103,1009.30304,7.6383615,58.366467,0.0,0.0
2018-01-02 18:00:00,21.65,292.1615,1009.6364,6.324001,66.22306,0.0,0.0
2018-01-02 19:00:00,21.7,291.7694,1010.0447,6.7917533,66.179535,0.0,0.0
2018-01-02 20:00:00,21.63,291.33746,1010.03107,6.7793093,68.86939,0.0,0.0
2018-01-02 21:00:00,21.46,291.14575,1010.1069,6.812872,70.26817,0.0,0.0
2018-01-02 22:00:00,20.97,290.9719,1009.71643,6.724103,71.23876,0.0,0.0
2018-01-02 23:00:00,20.49,290.79742,1009.1711,6.340734,71.66218,0.0,0.0
2018-01-03 00:00:00,19.53,290.559,1008.5393,5.8269143,72.19512,0.0,0.0
2018-01-03 01:00:00,19.23,290.26,1007.89764,5.367174,73.18385,0.0,0.0
